disbursed_amount,asset_cost,branch_id,Employment.Type,DisbursalDate,State_ID,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PRI.NO.OF.ACCTS,PRI.CURRENT.BALANCE,SEC.NO.OF.ACCTS,PRIMARY.INSTAL.AMT,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default,Age,marital status
37439,61654,20,Self employed,20/09/2018,5,0,0,825,1,0,0,656,0,1yrs 6mon,0,0,42,Single
42794,66889,20,Salaried,31/10/2018,5,0,0,15,1,200000,0,0,0,0yrs 0mon,0,0,53,Single
34384,43763,20,Self employed,27/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,60,Single
71817,97861,20,Self employed,25/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
31884,66889,20,Salaried,31/10/2018,5,0,0,738,1,4470,0,0,0,0yrs 6mon,0,0,60,Single
52803,67107,20,Self employed,21/09/2018,5,1,0,647,2,1630589,0,0,0,1yrs 3mon,0,0,32,Single
29529,43763,20,Salaried,10/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,43,Single
52203,62526,20,Self employed,06/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,?,Single
50243,63091,20,Salaried,17/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Single
42210,60000,20,Self employed,23/10/2018,5,0,0,366,3,441112,0,9214,0,2yrs 8mon,0,1,48,Single
45889,60106,20,Self employed,25/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,41,Single
39554,82686,20,Self employed,29/08/2018,5,0,0,16,8,46020,0,16053,0,1yrs 6mon,0,0,48,Single
56259,103575,20,Salaried,05/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Single
44349,60373,20,Self employed,10/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,35,Single
26529,54681,20,Salaried,07/09/2018,5,1,0,825,2,0,0,0,0,1yrs 2mon,0,0,36,Single
43394,61880,20,Self employed,07/08/2018,5,0,0,775,5,103539,0,0,0,1yrs 4mon,0,0,44,Single
59207,72950,20,Self employed,21/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Single
74123,111651,20,Self employed,23/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
50243,67626,20,Salaried,19/09/2018,5,0,0,323,31,324639,0,116494,0,24yrs 8mon,0,0,?,Single
83185,117812,20,Self employed,25/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,33,Single
48349,66805,20,Salaried,28/10/2018,5,0,0,665,3,96310,0,1666,0,3yrs 5mon,0,0,34,Single
51078,68687,20,Self employed,08/10/2018,5,0,0,708,4,12042,0,3087,0,0yrs 7mon,0,0,45,Single
72123,98206,20,Salaried,25/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Single
31484,45519,20,Self employed,23/10/2018,5,0,0,738,1,5200,0,0,0,0yrs 5mon,0,0,43,Single
41210,54681,20,Self employed,13/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Single
48349,85110,20,Salaried,31/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
61213,78591,20,Self employed,30/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Single
57013,65976,20,Self employed,18/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Single
26880,54982,20,Salaried,23/08/2018,5,0,0,825,1,0,0,1249,0,0yrs 6mon,0,0,47,Single
28380,76912,20,Self employed,31/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,55,Single
51978,62804,20,Self employed,08/09/2018,5,0,0,700,11,200210,0,0,0,2yrs 10mon,0,0,38,Single
67869,86383,20,Self employed,30/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,30,Single
49778,56982,20,Self employed,22/08/2018,5,0,0,680,5,73154,0,6978,0,1yrs 3mon,0,1,37,Single
51003,65606,20,,26/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,27,Single
47049,78322,20,Salaried,30/10/2018,5,0,0,672,11,116600,0,133913,0,1yrs 11mon,0,0,41,Single
41094,63080,20,Self employed,24/10/2018,5,0,0,567,1,0,0,0,0,4yrs 0mon,0,0,54,Single
51778,79288,20,Self employed,26/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Single
55703,71473,20,Self employed,29/10/2018,5,0,0,300,11,97814,0,8462,0,3yrs 6mon,1,0,33,Single
56685,68785,20,Self employed,28/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Single
41494,68275,20,Salaried,11/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Single
32184,59306,20,Self employed,26/08/2018,5,0,0,738,23,29863,0,38964,0,1yrs 11mon,1,0,44,Single
48549,76912,20,Self employed,23/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
55443,64544,20,Self employed,31/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,55,Single
46749,53322,20,Self employed,07/08/2018,5,0,0,16,12,4856,0,12288,0,2yrs 0mon,0,0,36,Single
48049,65167,20,Salaried,08/10/2018,5,0,0,749,3,164396,0,5694,0,2yrs 1mon,0,0,60,Single
40534,62806,20,Salaried,28/08/2018,5,0,0,738,1,20513,0,1600,0,0yrs 10mon,0,0,44,Single
40534,62806,20,Self employed,30/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
49713,85518,20,Salaried,22/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
48783,66044,20,Self employed,15/09/2018,5,0,0,672,7,79783,0,86781,0,1yrs 10mon,0,0,49,Single
30824,66509,20,Self employed,16/08/2018,5,0,0,836,1,0,0,0,0,2yrs 2mon,0,0,53,Single
71817,99734,20,Self employed,23/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,37,Single
60667,96396,20,Self employed,25/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,45,Single
48743,72878,20,Self employed,27/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Single
57759,69327,20,Self employed,16/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
42044,70049,20,Salaried,23/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Single
54273,77487,20,Self employed,06/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
52303,69839,20,Self employed,15/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Single
44409,74617,20,Self employed,22/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Single
48783,66044,20,Salaried,15/09/2018,5,0,0,738,7,53144,0,7895,0,2yrs 0mon,2,0,?,Single
48783,66044,20,Self employed,05/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
59013,74627,20,Self employed,26/09/2018,5,0,0,762,1,4325,0,1494,0,1yrs 10mon,0,0,35,Single
37939,68051,20,Self employed,30/09/2018,5,0,0,836,1,0,0,0,0,2yrs 1mon,0,0,56,Single
56459,85518,20,Salaried,27/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Single
44409,64816,20,Self employed,22/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,54,Single
63447,72878,20,Self employed,22/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,?,Single
53549,88409,20,Salaried,06/10/2018,5,1,0,753,3,27876,0,305947,0,0yrs 9mon,0,0,36,Single
37639,70157,20,Self employed,22/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,36,Single
54513,70049,20,Self employed,31/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Single
31804,55442,20,Self employed,16/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,46,Single
69123,103042,20,Self employed,31/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,39,Single
62947,73685,20,Self employed,16/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,45,Single
23749,58904,20,Self employed,22/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,45,Single
50303,67476,63,Salaried,21/09/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Married
23574,61695,63,Salaried,08/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,40,Married
58013,66187,63,Salaried,10/10/2018,10,0,0,763,1,1763,0,1794,0,0yrs 5mon,1,0,31,Married
51303,66187,63,Salaried,29/09/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Married
52313,69514,63,Salaried,27/09/2018,10,0,0,665,2,44581,0,0,0,3yrs 11mon,0,0,38,Married
42394,75811,63,Self employed,27/10/2018,10,0,0,783,6,0,0,1059,0,5yrs 10mon,0,1,37,Married
53103,65987,63,Self employed,10/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Married
54759,67427,63,Salaried,16/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,49,Married
37439,64846,63,Salaried,07/09/2018,10,0,0,16,1,0,0,0,0,0yrs 3mon,0,0,38,Married
58013,70930,63,Salaried,24/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Married
50078,62934,63,Self employed,30/08/2018,10,0,0,738,2,9975,0,3426,0,0yrs 6mon,1,0,58,Married
39641,75850,63,Salaried,30/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Married
59947,69547,63,Salaried,26/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,47,Married
53078,62754,63,Salaried,31/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,40,Married
53303,66187,63,Salaried,29/09/2018,10,0,0,825,1,0,0,1642,1,0yrs 8mon,0,0,30,Married
42894,69567,63,Salaried,24/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Married
52303,69567,63,Salaried,30/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,32,Married
57759,74791,63,Salaried,24/10/2018,10,0,0,710,2,9933,0,2885,0,0yrs 6mon,1,1,35,Married
23874,61695,63,Salaried,28/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,45,Married
56013,69858,63,Salaried,25/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Married
62447,74987,63,Salaried,29/09/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,39,Married
58259,75850,63,Salaried,30/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,44,Married
47349,60058,63,Salaried,13/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,45,Married
55513,67167,63,Self employed,03/08/2018,10,0,0,300,13,57922,0,13136,2,4yrs 7mon,0,0,?,Married
46849,67519,63,Salaried,27/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,36,Married
38894,61346,63,Self employed,10/09/2018,10,0,0,344,2,0,0,2449,0,0yrs 11mon,1,0,33,Married
33939,61346,63,Salaried,08/09/2018,10,0,0,763,2,0,0,2129,1,0yrs 8mon,0,0,30,Married
52578,60058,63,Salaried,04/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,35,Married
47349,64552,63,Salaried,22/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,33,Married
55259,66308,63,Self employed,09/08/2018,10,0,0,719,8,118993,0,2716,0,2yrs 1mon,0,0,52,Married
48278,67933,63,Salaried,15/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,43,Married
27529,60834,63,Self employed,10/09/2018,10,0,0,513,4,84720,0,4397,0,1yrs 1mon,1,0,34,Married
51803,60058,63,Salaried,08/08/2018,10,0,0,300,2,26196,0,2433,0,4yrs 6mon,1,1,46,Married
32484,61346,63,,31/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,26,Married
51503,65987,63,Salaried,21/09/2018,10,0,0,427,3,1104,0,0,0,2yrs 2mon,1,1,33,Married
43845,61346,63,Self employed,21/09/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,42,Married
48645,61081,63,Salaried,25/10/2018,10,0,0,738,3,90142,0,0,0,1yrs 1mon,0,0,45,Married
61947,74937,63,Salaried,28/09/2018,10,0,0,762,1,4471,0,2381,1,1yrs 11mon,0,0,40,Married
34075,60564,63,Salaried,29/09/2018,10,0,0,624,1,1530,0,1531,1,0yrs 6mon,0,1,32,Married
40394,67933,63,Self employed,20/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Married
53078,61346,63,,14/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,26,Married
36439,74591,63,Self employed,27/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Married
32984,65987,63,Self employed,06/10/2018,10,0,0,738,2,7802,0,1565,0,0yrs 6mon,0,0,28,Married
44349,62583,63,Salaried,17/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Married
48578,56402,63,Self employed,24/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,41,Married
56259,71019,63,Self employed,17/10/2018,10,0,0,593,1,0,0,1043,1,0yrs 9mon,0,1,35,Married
26529,62433,63,Self employed,22/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Married
57259,67740,63,Salaried,20/10/2018,10,0,0,708,6,22000,0,0,0,1yrs 1mon,0,0,36,Married
71123,103405,63,Self employed,30/10/2018,10,0,0,691,1,10577,0,0,0,7yrs 0mon,0,0,55,Married
45849,63407,63,Salaried,04/09/2018,10,0,0,825,1,0,0,2429,0,0yrs 8mon,0,0,35,Married
43394,62433,63,Self employed,26/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,41,Married
55259,72598,63,Salaried,17/09/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Married
32484,62433,63,Self employed,28/08/2018,10,0,0,825,3,0,0,1572,0,1yrs 3mon,0,0,53,Married
32084,78212,63,Salaried,30/10/2018,10,0,0,783,2,0,0,0,0,2yrs 1mon,0,0,42,Married
50244,64338,63,Salaried,31/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Married
54259,68809,63,Salaried,25/09/2018,10,0,0,711,4,191805,0,7169,1,2yrs 10mon,0,0,37,Married
36300,68809,63,Salaried,07/09/2018,10,0,0,825,3,0,0,0,0,1yrs 7mon,0,0,56,Married
54374,68809,63,Self employed,26/09/2018,10,0,0,344,7,0,0,1119,0,2yrs 4mon,1,0,54,Married
55300,68619,63,Salaried,11/08/2018,10,0,0,671,7,265318,0,0,0,3yrs 6mon,0,0,34,Married
61434,75338,63,Salaried,14/09/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Married
37276,68839,63,Salaried,31/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Married
52704,68809,63,Self employed,26/09/2018,10,0,0,300,9,41173,0,4410,0,4yrs 6mon,0,0,46,Married
20574,67519,63,Self employed,27/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Married
48349,62433,63,Salaried,22/08/2018,10,0,0,771,7,320430,0,4902,0,11yrs 7mon,0,0,42,Married
58228,68377,63,Self employed,09/10/2018,10,0,0,606,2,0,0,1642,1,1yrs 4mon,1,0,36,Married
50304,64338,63,Salaried,25/08/2018,10,0,0,738,2,7647,0,3366,0,0yrs 7mon,1,0,56,Married
46868,71168,63,Self employed,23/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,36,Married
61056,73156,63,,16/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,27,Married
57514,66997,63,Self employed,10/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,31,Married
58582,68333,63,Salaried,08/09/2018,10,0,0,825,3,0,0,4798,0,0yrs 8mon,0,0,33,Married
62613,71998,63,Salaried,16/10/2018,10,0,0,363,6,17390,0,6114,1,2yrs 1mon,0,0,47,Married
57259,75630,63,Salaried,06/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Married
61613,73701,63,Salaried,24/10/2018,10,0,0,738,1,7081,0,1417,0,0yrs 3mon,0,0,43,Married
61947,82652,63,Salaried,30/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Married
64213,91072,63,Self employed,27/10/2018,10,0,0,737,14,111796,0,22330,0,2yrs 0mon,3,0,57,Married
54513,62670,63,Salaried,09/08/2018,10,0,0,825,3,23006,0,8115,0,1yrs 0mon,0,1,39,Married
73023,80109,63,Salaried,06/09/2018,10,0,0,710,2,7961,0,2913,0,0yrs 7mon,1,0,29,Married
49075,65789,63,Salaried,06/09/2018,10,0,0,300,6,124441,0,9241,0,3yrs 4mon,1,0,38,Married
59373,68813,63,Salaried,28/08/2018,10,0,0,738,4,13013,0,4871,1,1yrs 0mon,2,1,32,Married
57659,82725,63,Salaried,22/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,30,Married
50803,62168,63,Salaried,31/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Married
48382,60532,63,Salaried,08/08/2018,10,0,0,626,12,76131,0,14792,0,2yrs 0mon,4,1,33,Married
45749,111807,63,Salaried,28/09/2018,10,0,0,677,1,2960,0,0,0,1yrs 2mon,0,0,34,Married
56513,68556,63,Self employed,11/08/2018,10,0,0,655,4,244984,0,10658,0,3yrs 0mon,0,0,42,Married
52803,67377,63,Salaried,23/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Married
61647,69747,63,Salaried,26/10/2018,10,0,0,836,2,0,0,1642,0,2yrs 1mon,0,0,60,Married
50078,65789,63,Salaried,20/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,51,Married
56513,70640,63,Salaried,11/09/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,54,Married
46849,65872,63,Salaried,21/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,39,Married
62347,71705,63,Salaried,30/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,57,Married
54759,62570,63,Salaried,11/08/2018,10,0,0,738,3,190559,0,8191,0,3yrs 7mon,0,0,53,Married
43529,55229,63,Salaried,06/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,51,Married
43894,66728,63,,22/10/2018,10,0,0,392,2,51202,0,1592,1,2yrs 4mon,1,1,27,Married
48349,56452,63,Salaried,14/08/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,35,Married
50078,66187,63,Self employed,21/09/2018,10,0,0,652,9,7260,0,7764,0,2yrs 1mon,1,1,56,Married
53578,66080,63,Salaried,22/10/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,37,Married
73217,106503,63,,16/09/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,24,Married
33681,65831,63,Salaried,21/09/2018,10,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,54,Married
45145,62702,48,Salaried,30/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,40,Single
33984,62616,48,Self employed,10/08/2018,5,0,0,766,7,52725,0,0,0,3yrs 2mon,0,0,37,Single
45849,66414,48,Self employed,21/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,57,Single
57013,65642,48,Salaried,23/09/2018,5,0,0,708,6,70292,0,7698,0,3yrs 3mon,0,0,?,Single
60213,70920,48,Salaried,29/09/2018,5,0,0,799,12,44208,0,0,0,5yrs 5mon,0,0,43,Single
32341,69866,48,Self employed,29/10/2018,5,0,0,631,3,320594,0,26553,0,6yrs 5mon,0,0,53,Single
54303,61871,48,Salaried,27/10/2018,5,0,0,300,2,25758,0,2576,0,1yrs 8mon,0,0,38,Single
55013,64330,48,Self employed,30/08/2018,5,0,0,726,12,43335,0,11,1,1yrs 4mon,0,0,?,Single
54013,62616,48,Salaried,29/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,36,Single
38459,54406,48,Salaried,14/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Single
55513,65897,48,Salaried,17/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,43,Single
52303,72515,48,Salaried,24/10/2018,5,0,0,836,1,0,0,0,0,1yrs 0mon,0,1,55,Single
53078,62326,48,Self employed,31/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,36,Single
45349,63654,48,Self employed,25/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,36,Single
42210,57714,48,Self employed,11/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,39,Single
29484,55000,48,Self employed,30/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,33,Single
56259,64820,48,Salaried,29/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,46,Single
58013,71782,48,Self employed,23/10/2018,5,0,0,300,4,71162,0,4453,1,3yrs 5mon,0,1,49,Single
58013,67605,48,Salaried,13/10/2018,5,0,0,662,9,326244,0,16129,0,7yrs 11mon,1,0,59,Single
45349,64625,48,Salaried,31/08/2018,5,0,0,763,1,0,0,0,0,0yrs 9mon,0,0,34,Single
62213,90953,48,Salaried,23/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Single
41394,58954,48,Self employed,27/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Single
50078,67124,48,Salaried,29/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Single
49349,68117,48,Self employed,25/10/2018,5,0,0,584,3,64105,0,0,0,4yrs 7mon,0,0,51,Single
53078,65700,48,Salaried,30/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,31,Single
51303,65642,48,Salaried,25/09/2018,5,0,0,16,1,0,0,0,0,1yrs 1mon,0,0,43,Single
53078,71782,48,Salaried,31/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,51,Single
55259,100279,48,Salaried,16/08/2018,5,0,0,670,3,200000,0,8470,0,6yrs 3mon,0,0,33,Single
41394,70090,48,Self employed,13/10/2018,5,0,0,680,21,391340,0,1110309,0,1yrs 0mon,1,0,34,Single
60213,68979,48,Salaried,26/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,50,Single
29484,62707,48,Salaried,11/08/2018,5,0,0,763,4,60609,0,12930,0,7yrs 11mon,0,0,?,Single
47349,66293,48,Salaried,13/10/2018,5,0,0,633,11,82856,0,0,0,4yrs 11mon,0,0,37,Single
60213,68142,48,Self employed,26/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,44,Single
39394,62054,48,Salaried,16/08/2018,5,0,0,16,2,291771,0,19034,0,0yrs 3mon,0,0,35,Single
70817,96495,48,Self employed,27/10/2018,5,0,0,348,2,77805,0,6974,1,2yrs 10mon,0,1,41,Single
54259,62707,48,Self employed,22/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,49,Single
56013,64718,48,Salaried,20/08/2018,5,0,0,696,4,221214,0,2835,1,10yrs 1mon,0,0,52,Single
43394,67980,48,Self employed,29/09/2018,5,0,0,756,5,926847,0,138215,0,11yrs 0mon,0,0,?,Single
53078,61664,48,Self employed,20/09/2018,5,0,0,738,2,403261,0,7246,0,4yrs 9mon,1,0,30,Single
38439,65970,48,Salaried,26/09/2018,5,0,0,825,1,0,0,1256,0,0yrs 11mon,0,0,42,Single
54303,65969,48,Self employed,28/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,?,Single
48349,65586,48,Salaried,18/08/2018,5,0,0,305,2,0,0,6311,0,6yrs 3mon,0,0,33,Single
43394,62900,48,Salaried,22/08/2018,5,1,0,707,4,0,0,0,0,1yrs 3mon,0,0,54,Single
58013,65970,48,Salaried,20/09/2018,5,0,0,619,1,57713,0,2281,0,2yrs 10mon,0,0,34,Single
56259,85575,48,Self employed,26/10/2018,5,1,0,572,1,99886,0,4819,0,1yrs 4mon,0,0,37,Single
61213,69101,48,Salaried,14/10/2018,5,0,0,744,5,1099785,0,15562,0,9yrs 8mon,0,0,?,Single
53303,62346,79,Salaried,31/08/2018,18,0,0,453,3,175135,0,7782,0,8yrs 7mon,0,1,56,Divorced
51503,71145,79,Salaried,24/09/2018,18,0,0,657,1,97502,1,8850,0,2yrs 11mon,0,0,56,Divorced
60947,70013,79,Salaried,24/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,46,Divorced
49303,62121,79,Salaried,23/08/2018,18,0,0,417,1,3463,0,1600,0,1yrs 9mon,0,0,32,Divorced
45349,56642,79,Salaried,20/08/2018,18,0,0,300,3,11918,0,4986,1,2yrs 6mon,4,1,41,Divorced
30484,65421,79,Salaried,12/09/2018,18,0,0,753,2,0,0,8255,1,4yrs 8mon,0,1,?,Divorced
58547,67367,79,Self employed,27/09/2018,18,0,0,684,11,181246,0,15041,1,1yrs 3mon,0,1,41,Divorced
45849,63623,79,Salaried,16/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Divorced
51803,77141,79,Salaried,16/10/2018,18,0,0,824,1,0,0,2950,0,1yrs 1mon,0,0,32,Divorced
38339,68995,79,Salaried,10/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,33,Divorced
61713,70048,79,Salaried,12/10/2018,18,0,0,393,11,67512,0,13929,1,2yrs 4mon,0,1,41,Divorced
53003,61948,79,Salaried,14/08/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Divorced
34439,65248,79,Self employed,06/09/2018,18,0,0,738,3,14789,0,3254,0,1yrs 0mon,0,0,41,Divorced
58713,67248,79,Self employed,17/09/2018,18,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,55,Divorced
51378,63813,79,Self employed,20/08/2018,18,0,0,545,27,861815,0,41921,0,4yrs 5mon,0,0,44,Divorced
44049,59442,79,Self employed,15/09/2018,18,0,0,738,2,265235,0,0,0,2yrs 11mon,0,0,51,Divorced
57813,67413,79,Self employed,05/09/2018,18,0,0,738,4,86368,0,4135,0,1yrs 3mon,0,0,46,Divorced
44849,65595,79,Self employed,14/08/2018,18,0,0,18,1,0,0,0,0,5yrs 1mon,0,0,44,Divorced
53578,64013,79,Salaried,06/09/2018,18,0,0,696,5,286140,0,22157,1,4yrs 6mon,1,0,38,Divorced
87620,113540,3,Salaried,18/08/2018,15,0,0,300,6,0,0,950,0,3yrs 1mon,0,0,40,Divorced
30464,48362,3,Salaried,23/09/2018,15,0,0,18,1,0,0,0,0,1yrs 2mon,0,0,42,Divorced
53855,71298,3,Self employed,24/10/2018,15,0,0,653,15,1947516,0,20552,2,5yrs 2mon,0,0,35,Divorced
70823,98716,3,Self employed,19/09/2018,15,0,0,390,4,27610,1,7016,2,3yrs 0mon,0,0,37,Divorced
33939,48162,3,Salaried,29/08/2018,15,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Divorced
45549,60990,3,Salaried,25/10/2018,15,0,0,707,4,68550,0,3808,0,1yrs 9mon,1,0,42,Divorced
33439,47000,3,Salaried,11/08/2018,15,0,0,0,0,0,0,0,0,0yrs 0mon,1,1,31,Divorced
